message_length,word_count,digit_count,uppercase_count,special_char_count,exclamation_count,question_count,url_count,currency_count,spam
35,6,0,1,1,0,0,0,0,0
82,17,1,3,11,0,0,0,0,0
7,2,0,1,2,0,0,0,0,0
36,7,1,1,1,0,1,0,0,0
73,14,0,2,2,1,0,0,0,0
24,5,0,1,1,0,0,0,0,0
49,12,2,2,6,0,0,0,0,0
48,10,0,2,1,0,1,0,0,0
155,27,0,15,10,0,0,0,0,0
93,18,0,2,1,0,0,0,0,0
99,18,0,5,16,0,0,0,0,0
155,27,0,15,10,0,0,0,0,0
48,8,0,1,2,1,0,0,0,0
42,7,0,1,1,0,0,0,0,0
24,3,0,1,5,0,1,0,0,0
163,26,2,128,8,1,0,1,0,1
30,7,0,1,0,0,0,0,0,0
44,8,0,1,2,0,0,0,0,0
24,5,0,1,0,0,0,0,0,0
34,6,0,1,1,0,0,0,0,0
144,25,0,0,5,0,0,0,0,0
179,34,0,3,11,1,0,0,0,0
143,22,16,26,8,1,0,0,0,1
52,11,0,1,1,0,1,0,0,0
82,17,0,1,0,0,0,0,0,0
39,7,0,1,4,0,0,0,0,0
80,18,0,3,9,0,0,0,0,0
35,9,0,2,2,0,0,0,0,0
78,14,0,2,6,0,0,0,0,0
41,7,0,2,3,0,0,0,0,0
27,7,0,1,1,0,1,0,0,0
152,25,19,14,5,0,0,1,2,1
32,6,0,1,1,0,0,0,0,0
33,6,0,1,4,0,0,0,0,0
41,8,0,1,6,0,0,0,0,0
5,1,0,1,3,0,0,0,0,0
126,24,1,98,3,1,2,0,0,0
166,32,0,2,5,0,0,0,0,0
71,12,0,2,3,1,0,0,0,1
141,30,0,2,6,3,0,0,0,0
122,22,0,3,4,0,0,0,0,0
38,7,0,2,1,0,0,0,0,0
62,13,0,2,2,1,0,0,0,0
47,10,0,1,1,0,0,0,0,0
21,4,0,1,3,0,0,0,0,0
115,22,0,2,5,1,0,0,0,0
71,16,1,3,5,0,0,0,0,0
33,6,0,2,3,0,1,0,0,0
72,16,0,2,1,0,1,0,0,0
132,21,0,28,19,0,0,0,0,0
26,3,0,1,4,0,0,0,0,0
38,10,0,1,3,0,1,0,0,0
141,26,25,18,6,0,0,1,1,1
25,3,0,1,0,0,0,0,0,0
27,6,0,1,0,0,0,0,0,0
159,32,3,2,3,0,0,0,0,0
107,20,0,3,6,1,0,0,0,0
142,28,10,7,1,0,0,0,1,1
12,2,1,0,1,0,0,0,0,0
25,5,0,1,1,0,0,0,0,0
63,12,0,3,4,1,1,0,0,0
33,6,0,2,2,0,0,0,0,0
23,3,0,1,1,0,0,0,0,0
53,11,0,2,2,0,0,0,0,0
159,29,12,25,4,1,1,0,0,1
104,20,0,5,9,0,1,0,0,0
154,26,19,29,4,0,1,0,1,1
149,35,1,1,4,0,0,0,0,0
81,14,1,1,0,0,0,0,0,1
144,25,0,3,9,0,0,0,0,0
51,10,0,4,3,1,0,0,0,0
153,25,35,16,8,4,0,0,1,1
114,24,0,6,9,0,0,0,0,0
131,29,1,3,5,0,0,0,0,0
159,25,27,31,10,2,0,0,1,1
174,26,0,28,16,0,0,0,0,0
42,8,0,1,1,0,0,0,0,0
161,28,18,26,4,0,1,0,1,1
151,30,8,20,5,0,0,0,0,0
37,7,0,1,0,0,0,0,0,0
61,11,0,7,2,0,0,0,0,0
74,16,0,1,4,0,1,0,0,0
93,21,0,2,3,0,1,0,0,0
141,30,0,6,7,0,0,0,0,0
85,15,0,3,8,1,1,0,0,0
78,20,2,2,3,0,1,0,0,0
33,7,0,1,0,0,0,0,0,0
90,19,0,2,2,0,0,0,0,0
147,30,1,2,4,0,0,0,0,0
33,6,0,1,1,0,1,0,0,0
32,6,0,1,2,0,0,0,0,0
5,1,0,1,3,0,0,0,0,0
149,24,0,3,3,0,0,0,0,0
22,4,0,2,2,0,0,0,0,0
132,30,0,3,5,0,0,0,0,0
154,33,0,6,6,1,4,0,0,0
31,6,0,1,2,0,0,0,0,0
51,9,0,1,1,0,0,0,0,0
18,4,0,1,2,0,0,0,0,0
172,34,0,3,4,1,0,0,0,0
130,22,13,17,7,0,0,1,0,1
76,15,0,2,2,0,0,0,0,0
78,14,0,2,11,1,0,0,0,0
112,22,0,4,3,0,0,0,0,0
58,12,0,2,3,0,1,0,0,0
158,34,0,3,6,0,0,0,0,0
59,11,0,6,6,0,0,0,0,0
154,29,0,3,3,0,0,0,0,0
154,28,2,20,9,0,2,0,0,1
34,5,0,5,2,0,0,0,0,0
122,24,23,29,1,0,0,0,0,1
26,5,0,1,3,0,1,0,0,0
31,6,0,1,6,0,0,0,0,0
26,6,0,3,2,0,0,0,0,0
64,10,0,1,2,0,0,0,0,0
121,24,0,13,3,0,0,0,0,1
179,34,0,3,11,1,0,0,0,0
56,9,0,1,0,0,0,0,0,0
148,33,0,5,5,0,0,0,0,0
90,16,0,4,6,0,2,0,0,0
110,22,0,3,4,0,1,0,0,0
458,95,0,7,14,0,4,0,0,0
36,6,0,1,1,1,0,0,0,0
28,3,0,1,7,0,0,0,0,0
33,7,0,1,2,0,1,0,0,0
51,11,0,1,3,0,0,0,0,0
157,28,0,3,3,0,0,0,0,1
45,10,0,1,1,0,0,0,0,0
37,6,0,2,2,0,0,0,0,0
159,27,23,27,9,3,0,0,1,1
39,8,0,2,1,0,0,0,0,0
96,23,2,2,4,0,0,0,0,0
15,3,0,1,3,0,0,0,0,0
29,5,0,1,3,0,1,0,0,0
32,7,0,1,1,0,0,0,0,0
152,37,0,5,10,1,1,0,0,0
29,4,0,1,2,0,0,0,0,0
36,7,0,2,2,0,0,0,0,0
54,10,0,2,0,0,0,0,0,0
29,5,0,1,1,0,1,0,0,0
47,11,0,3,4,3,0,0,0,0
172,36,0,2,4,0,0,0,0,0
32,6,0,2,6,0,0,0,0,0
22,4,0,1,2,0,0,0,0,0
150,28,16,18,7,0,0,0,0,1
91,18,0,5,5,2,1,0,0,0
53,10,0,3,2,0,0,0,0,0
24,4,0,1,0,0,0,0,0,0
121,24,0,4,4,0,1,0,0,0
36,7,0,1,1,0,0,0,0,0
212,39,0,49,13,0,0,0,0,0
25,4,0,1,2,0,0,0,0,0
156,26,5,7,11,0,0,1,0,1
59,10,0,2,2,0,0,0,0,0
155,35,0,6,8,1,5,0,0,0
37,6,0,2,6,0,0,0,0,0
79,17,0,2,6,0,0,0,0,0
24,6,0,1,1,0,0,0,0,0
50,11,0,2,1,0,0,0,0,0
75,16,0,1,2,0,0,0,0,0
41,10,0,2,2,0,0,0,0,0
8,2,0,1,3,0,0,0,0,0
36,8,0,2,1,0,0,0,0,0
31,7,0,2,2,0,1,0,0,0
73,15,2,1,1,0,0,0,0,0
127,26,0,3,5,0,0,0,0,0
14,4,0,1,1,0,1,0,0,0
97,23,0,6,3,0,0,0,0,0
123,22,1,5,16,0,0,0,0,0
92,19,0,1,2,0,1,0,0,0
63,11,1,1,5,0,0,0,0,0
58,12,0,2,1,0,0,0,0,0
46,10,0,1,2,0,0,0,0,0
26,5,1,2,1,0,0,0,0,0
143,29,1,2,19,0,0,0,0,0
29,8,0,2,1,0,0,0,0,0
31,5,0,0,2,0,0,0,0,0
156,24,3,26,3,0,1,0,0,0
37,8,0,1,1,0,0,0,0,0
63,11,0,1,6,0,0,0,0,0
33,4,0,1,1,0,0,0,0,0
145,22,28,14,8,0,0,0,0,1
149,28,17,40,8,3,0,0,0,1
104,25,1,2,3,0,0,0,0,0
58,11,0,4,13,0,0,0,0,0
62,14,0,6,4,0,1,0,0,0
184,38,0,1,4,0,0,0,0,0
611,103,4,28,133,0,1,0,0,0
61,12,0,2,3,1,1,0,0,0
62,13,0,1,3,0,1,0,0,0
64,11,0,1,0,0,0,0,0,0
47,9,1,2,5,0,0,0,0,0
92,19,0,2,9,0,0,0,0,0
22,4,0,2,2,0,0,0,0,0
338,69,1,4,9,0,0,0,0,0
86,15,0,1,0,0,0,0,0,0
159,32,0,13,7,0,0,0,0,0
30,7,1,2,2,0,0,0,0,0
105,25,0,7,5,0,0,0,0,0
148,33,1,4,19,3,0,0,0,0
30,5,0,1,4,0,0,0,0,0
52,10,0,1,0,0,0,0,0,0
136,20,29,17,9,1,0,0,0,1
152,28,0,6,7,2,0,0,0,0
43,8,0,1,1,0,0,0,0,0
146,29,9,6,3,0,0,0,1,1
144,23,24,22,5,1,0,0,1,1
35,8,0,1,2,0,0,0,0,0
47,9,0,2,1,0,0,0,0,0
25,4,0,1,2,0,1,0,0,0
127,27,0,2,2,0,0,0,0,0
25,4,0,2,4,0,0,0,0,0
142,26,2,3,5,1,2,0,0,0
128,19,1,17,3,0,0,0,0,0
24,5,0,1,1,0,0,0,0,0
43,8,0,2,7,0,0,0,0,0
99,21,4,1,5,0,0,0,0,0
152,36,0,6,6,0,6,0,0,0
37,8,0,1,2,0,1,0,0,0
32,7,0,1,1,0,0,0,0,0
3,1,3,0,0,0,0,0,0,0
153,20,13,11,13,2,1,1,0,1
28,6,1,1,2,0,1,0,0,0
55,10,0,2,3,1,0,0,0,0
28,8,0,1,0,0,0,0,0,0
121,25,0,2,2,0,0,0,0,0
29,6,0,1,1,0,1,0,0,0
115,22,1,1,6,0,0,0,1,0
39,9,0,1,0,0,0,0,0,0
154,37,0,6,17,2,0,0,0,0
148,24,0,12,16,0,0,0,0,0
132,24,12,5,3,0,0,0,0,1
44,7,0,1,5,0,1,0,0,0
71,14,8,1,2,0,0,0,0,1
156,32,0,6,6,0,0,0,0,0
25,6,0,2,2,0,1,0,0,0
147,27,23,24,7,2,0,0,1,1
41,8,0,2,4,1,0,0,0,0
83,17,0,1,2,1,1,0,0,0
45,11,2,3,3,0,0,0,0,0
73,15,1,2,3,0,0,0,0,0
158,28,0,4,10,1,0,0,0,0
47,10,0,2,2,0,0,0,0,0
161,23,19,66,9,0,0,1,0,1
159,32,0,4,7,0,0,0,0,0
165,36,0,5,4,0,0,0,0,0
155,29,1,14,8,0,0,0,1,1
37,5,0,1,4,0,0,0,0,0
160,31,26,11,3,1,1,0,0,1
41,8,0,1,3,0,0,0,0,0
136,32,0,2,8,0,2,0,0,0
24,4,0,1,0,0,0,0,0,0
35,7,0,27,2,2,0,0,0,0
25,5,0,1,2,0,0,0,0,0
31,7,1,2,2,0,0,0,0,0
36,7,0,3,2,0,0,0,0,0
132,28,0,4,10,1,0,0,0,0
156,27,0,16,14,0,0,0,0,0
30,7,0,23,1,0,0,0,0,0
118,27,0,1,5,0,0,0,0,0
82,17,0,3,9,0,0,0,0,0
123,19,23,13,10,0,0,1,1,1
146,33,0,6,15,0,1,0,0,0
73,14,0,12,4,0,0,0,0,0
22,7,1,1,1,0,0,0,0,0
90,19,0,4,6,0,0,0,0,0
61,11,0,1,5,0,0,0,0,0
148,22,35,27,8,2,0,0,2,1
28,5,0,1,3,0,1,0,0,0
42,10,0,2,2,0,0,0,0,0
75,14,0,2,4,1,1,0,0,0
160,25,19,23,2,0,0,0,1,1
27,6,0,1,1,0,0,0,0,0
14,4,0,1,4,0,0,0,0,0
129,27,0,3,10,0,0,0,0,0
73,14,0,1,0,0,0,0,0,0
88,19,0,1,1,0,0,0,0,0
27,5,0,3,4,0,0,0,0,0
147,24,0,4,12,0,0,0,0,0
11,2,1,1,1,1,0,0,0,0
23,5,0,1,1,0,0,0,0,0
158,28,18,24,6,1,0,0,1,1
73,13,6,4,4,0,0,0,0,1
25,6,0,1,0,0,0,0,0,0
144,24,0,6,9,0,0,0,0,0
50,11,1,3,7,1,1,0,1,0
40,9,0,1,1,0,1,0,0,0
156,29,0,4,6,1,0,0,0,0
122,23,0,3,8,0,1,0,0,0
18,4,0,2,3,0,0,0,0,0
6,2,0,1,1,0,1,0,0,0
126,30,1,94,2,1,0,0,0,0
46,9,0,1,0,0,0,0,0,0
30,8,1,1,0,0,0,0,0,0
35,6,0,2,1,0,0,0,0,0
174,28,21,3,5,0,0,0,2,1
114,16,18,9,7,0,1,0,0,1
32,5,0,2,2,0,1,0,0,0
23,5,0,1,0,0,0,0,0,0
126,25,8,15,6,1,1,0,1,1
42,9,0,2,2,0,0,0,0,0
99,18,0,5,4,1,0,0,0,0
96,20,1,4,4,0,1,0,0,0
73,15,0,2,7,0,1,0,0,0
72,12,0,3,9,0,0,0,0,0
76,16,0,2,2,0,0,0,0,0
60,12,0,3,3,0,0,0,0,0
148,27,5,3,4,0,0,0,0,1
5,1,0,1,3,0,0,0,0,0
31,6,0,1,0,0,0,0,0,0
77,15,0,2,6,0,0,0,0,0
33,8,2,1,1,1,0,0,0,0
25,5,0,2,2,0,0,0,0,0
126,20,0,4,7,0,1,0,0,0
71,15,0,4,5,0,2,0,0,0
75,16,0,3,5,2,0,0,0,0
68,12,0,3,3,0,0,0,0,0
144,31,0,5,7,0,4,0,0,0
59,14,0,2,6,0,0,0,0,0
60,10,0,1,4,0,0,0,0,0
49,11,0,2,2,1,1,0,0,0
66,14,0,0,1,0,0,0,0,0
145,23,22,25,6,1,0,0,0,1
24,6,0,2,1,0,0,0,0,0
58,13,0,2,2,0,2,0,0,0
107,20,1,4,5,1,1,0,0,0
138,25,10,34,9,1,0,0,0,1
53,9,0,1,6,0,0,0,0,0
73,16,0,3,6,0,0,0,0,0
149,35,1,1,4,0,0,0,0,0
144,25,0,1,9,0,0,0,0,0
62,10,0,3,3,1,0,0,0,0
159,32,8,10,12,0,0,0,1,0
39,8,1,2,6,0,0,0,0,0
67,13,0,2,6,0,0,0,0,0
127,26,2,95,5,3,1,0,0,0
24,5,0,1,0,0,0,0,0,0
136,22,1,6,6,0,0,0,0,0
34,8,0,2,0,0,0,0,0,0
26,5,0,1,1,0,0,0,0,0
55,11,0,2,1,0,0,0,0,0
27,5,0,1,2,0,1,0,0,0
224,34,23,15,17,0,0,0,1,1
39,8,0,1,3,0,0,0,0,0
36,7,0,1,0,0,0,0,0,0
23,5,0,1,0,0,0,0,0,0
51,11,0,2,1,0,0,0,0,0
34,7,0,2,5,0,0,0,0,0
34,7,0,1,2,0,0,0,0,0
159,27,29,31,4,1,0,0,1,1
74,15,0,2,4,1,0,0,0,0
142,26,1,105,11,1,0,0,0,0
32,8,0,1,1,1,0,0,0,0
155,24,18,4,2,1,0,0,0,1
160,33,1,3,6,1,0,0,0,0
86,18,0,1,4,0,0,0,0,0
32,7,0,1,1,0,0,0,0,0
166,29,0,27,12,0,0,0,0,0
22,6,0,17,0,0,0,0,0,0
26,4,0,1,4,0,0,0,0,0
92,18,1,1,1,0,0,0,0,0
37,7,0,1,0,0,0,0,0,0
46,11,0,2,2,0,1,0,0,0
62,13,0,2,2,0,1,0,0,0
39,5,0,1,4,0,0,0,0,0
50,12,0,2,1,0,0,0,0,0
35,8,0,1,4,0,0,0,0,0
21,4,0,1,4,0,0,0,0,0
107,26,1,1,2,0,1,0,0,0
38,6,0,1,5,0,1,0,0,0
205,31,0,2,9,0,0,0,0,0
158,23,0,16,10,0,0,0,0,0
67,13,0,10,4,0,0,0,0,0
143,22,23,42,8,2,0,0,1,1
121,20,6,3,13,0,0,0,1,0
162,30,16,28,7,0,0,0,0,1
26,7,0,1,2,0,1,0,0,0
68,14,0,2,1,0,0,0,0,0
123,29,2,4,8,0,0,0,0,0
61,11,0,3,3,0,0,0,0,0
33,8,0,2,3,0,0,0,0,0
156,33,0,5,5,2,1,0,0,0
41,8,0,1,2,0,0,0,0,0
50,10,1,1,6,0,0,0,0,0
41,9,0,3,1,0,1,0,0,0
33,6,11,10,1,1,0,0,0,1
154,28,5,14,8,0,0,0,0,1
151,30,8,20,5,0,0,0,0,0
164,28,19,9,11,0,1,0,2,1
154,27,25,30,5,1,0,0,0,1
22,6,0,0,4,0,0,0,0,0
53,10,0,3,2,0,0,0,0,0
62,13,0,2,1,0,0,0,0,0
159,32,0,13,7,0,0,0,0,0
34,9,0,2,2,0,0,0,0,0
151,29,0,7,9,1,1,0,0,0
26,4,0,1,6,0,0,0,0,0
27,7,0,1,0,0,0,0,0,0
52,11,0,3,2,0,0,0,0,0
100,22,0,1,3,0,0,0,0,0
164,30,3,6,7,0,0,0,0,0
132,25,5,9,10,2,0,1,0,1
39,8,0,2,1,0,0,0,0,0
32,7,0,2,2,0,0,0,0,0
158,34,0,3,3,0,2,0,0,0
120,24,0,3,4,0,1,0,0,0
42,8,0,1,1,0,1,0,0,0
46,10,0,2,2,0,0,0,0,0
44,12,0,1,3,0,0,0,0,0
123,21,0,5,10,0,1,0,0,0
24,5,0,1,0,0,0,0,0,0
29,6,0,2,5,0,1,0,0,0
34,8,0,2,3,0,0,0,0,0
28,5,0,1,5,0,0,0,0,0
47,8,0,1,5,1,0,0,0,0
155,26,21,4,2,0,0,0,1,1
47,11,0,2,2,0,0,0,0,0
115,24,0,5,12,0,0,0,0,0
37,8,0,2,2,0,0,0,0,0
64,15,0,2,4,0,2,0,0,0
83,19,1,3,3,0,2,0,0,0
120,26,3,5,5,0,0,0,0,0
24,5,0,1,1,0,0,0,0,0
89,23,0,66,1,0,0,0,0,0
67,12,1,3,7,0,1,0,0,0
44,9,0,1,2,0,2,0,0,0
33,7,1,3,3,2,0,0,0,0
28,6,0,1,1,0,1,0,0,0
37,8,0,2,5,0,0,0,0,0
76,13,0,1,4,0,0,0,0,0
150,36,0,5,1,0,0,0,0,0
45,9,0,1,2,0,0,0,0,0
84,18,0,5,11,0,2,0,0,0
24,6,0,1,0,0,0,0,0,0
119,26,0,1,3,3,0,0,0,0
332,64,0,11,17,0,0,0,0,0
80,15,0,5,4,0,0,0,0,0
24,6,0,3,0,0,0,0,0,0
151,28,13,11,4,3,0,0,0,1
34,7,0,1,2,0,0,0,0,0
65,13,0,3,4,2,0,0,0,0
27,6,0,1,1,0,1,0,0,0
24,5,0,2,1,0,1,0,0,0
53,11,0,1,0,0,0,0,0,0
28,6,0,1,2,1,0,0,0,0
22,5,0,1,1,0,1,0,0,0
23,4,0,1,2,0,0,0,0,0
161,30,24,12,6,0,0,0,0,1
191,41,3,3,6,1,1,0,0,0
75,16,0,4,2,0,0,0,0,0
23,6,0,1,1,0,0,0,0,0
25,4,0,1,1,0,1,0,0,0
37,5,0,1,2,0,0,0,0,0
40,8,0,1,2,0,0,0,0,0
93,22,0,4,11,0,1,0,0,0
107,22,0,3,4,3,0,0,0,0
158,22,24,25,9,0,0,0,0,1
52,10,0,2,1,0,0,0,0,0
71,16,2,1,3,0,0,0,0,0
53,11,0,3,4,0,1,0,0,0
51,12,7,2,2,0,0,0,0,0
153,30,19,9,7,1,0,0,0,1
98,20,0,3,3,0,0,0,0,0
89,17,0,2,4,0,0,0,0,0
50,9,0,1,4,0,1,0,0,0
163,29,0,47,15,0,1,0,0,0
135,27,0,2,2,0,0,0,0,0
32,7,0,1,2,0,0,0,0,0
41,9,0,2,3,0,1,0,0,0
58,11,0,1,2,0,0,0,0,0
50,10,0,3,5,0,0,0,0,0
790,162,0,14,34,0,0,0,0,0
34,8,0,1,1,0,0,0,0,0
35,9,0,1,0,0,0,0,0,0
100,18,0,2,2,0,0,0,0,0
46,12,0,3,1,0,1,0,0,0
183,36,0,6,21,2,0,0,0,0
71,16,0,1,1,0,0,0,0,0
30,7,0,1,0,0,0,0,0,0
34,7,0,3,3,0,0,0,0,0
75,16,1,2,1,0,0,0,0,0
55,13,0,2,1,0,0,0,0,0
117,20,8,7,3,0,0,0,2,1
84,19,0,4,1,1,0,0,0,1
155,25,12,26,7,1,0,1,0,1
33,8,0,2,3,0,0,0,0,0
96,21,0,4,5,1,1,0,0,0
33,8,0,26,0,0,0,0,0,0
132,24,12,5,3,0,0,0,0,1
64,13,1,2,2,0,0,0,0,0
23,4,0,2,4,0,1,0,0,0
32,7,0,2,3,0,0,0,0,0
128,24,0,4,11,0,0,0,0,0
45,10,0,2,4,1,1,0,0,0
62,14,0,2,2,0,0,0,0,0
154,22,20,26,8,1,0,0,0,1
153,23,24,20,5,1,0,0,1,1
85,19,0,3,2,0,0,0,0,0
32,8,1,1,1,0,0,0,0,0
89,18,0,3,3,1,0,0,0,0
63,12,0,2,1,0,0,0,0,0
163,28,29,99,5,0,0,0,0,1
28,6,0,2,0,0,0,0,0,0
156,33,7,14,8,0,0,0,0,1
41,9,0,5,2,0,0,0,0,0
110,24,1,3,3,0,0,0,0,0
53,11,0,2,3,0,1,0,0,0
31,7,1,1,1,0,1,0,0,0
27,6,0,1,2,0,0,0,0,0
79,15,0,2,6,0,3,0,0,0
22,4,0,2,2,0,0,0,0,0
40,8,0,1,3,0,0,0,0,0
143,30,19,7,6,0,0,0,0,1
58,10,0,4,12,0,0,0,0,0
54,11,0,2,3,0,0,0,0,0
84,16,0,2,2,0,0,0,0,0
15,4,0,11,1,0,1,0,0,0
105,25,0,4,4,0,3,0,0,0
30,7,0,1,1,0,1,0,0,0
108,22,0,1,8,0,0,0,0,0
92,17,1,3,3,0,0,0,0,0
87,17,0,4,5,0,0,0,0,0
15,4,0,1,1,0,1,0,0,0
158,30,22,20,3,0,0,0,0,1
51,12,0,1,1,0,1,0,0,0
50,11,0,2,1,0,0,0,0,0
63,14,0,3,5,0,0,0,0,0
34,6,0,1,1,0,1,0,0,0
160,40,2,4,7,0,1,0,0,0
29,6,0,1,0,0,0,0,0,0
41,9,0,2,1,0,0,0,0,0
68,16,2,3,12,0,0,0,0,0
91,18,1,3,3,0,1,0,0,0
2,1,0,1,0,0,0,0,0,0
66,12,0,2,7,0,0,0,0,0
135,26,0,3,7,2,0,0,0,0
30,6,0,1,1,1,0,0,0,0
145,27,28,4,7,1,0,0,1,1
142,26,25,19,6,0,0,1,1,1
35,7,0,1,0,0,0,0,0,0
35,8,0,2,5,0,0,0,0,0
25,4,0,1,0,0,0,0,0,0
23,5,0,1,1,0,1,0,0,0
32,7,0,1,1,0,0,0,0,0
76,14,0,2,3,0,2,0,0,0
64,11,0,1,3,0,0,0,0,0
133,26,0,2,9,0,0,0,0,0
55,10,0,2,2,1,1,0,0,0
160,27,19,13,7,0,0,0,1,1
124,25,1,2,1,0,0,0,0,0
162,23,26,31,14,1,0,0,2,1
46,8,0,1,7,0,0,0,0,0
120,28,1,3,4,0,0,0,0,0
72,16,0,3,4,0,0,0,0,0
57,13,4,2,5,0,0,0,0,0
53,12,0,1,0,0,0,0,0,0
49,10,0,3,1,0,0,0,0,0
51,11,0,2,1,0,0,0,0,0
29,6,1,1,2,0,0,0,0,0
37,8,0,2,2,0,0,0,0,0
67,12,0,4,8,0,2,0,0,0
41,11,1,1,1,0,1,0,0,0
92,14,0,2,28,0,0,0,0,0
30,6,0,2,2,0,0,0,0,0
68,14,0,2,3,0,0,0,0,0
46,8,0,1,7,0,0,0,0,0
87,18,1,2,2,0,0,0,0,0
95,19,0,3,5,0,0,0,0,0
23,4,0,1,0,0,0,0,0,0
156,25,22,15,4,2,1,0,0,1
34,6,0,3,1,0,0,0,0,0
74,14,14,2,2,0,0,0,0,1
59,10,0,1,5,0,0,0,0,0
158,27,0,36,17,1,0,0,0,0
72,14,0,4,3,0,0,0,0,0
76,14,0,3,4,0,2,0,0,0
65,15,0,2,2,0,0,0,0,0
58,13,1,2,6,0,0,0,0,0
133,25,26,8,5,0,0,0,2,1
14,3,0,1,4,0,0,0,0,0
27,6,0,2,2,0,0,0,0,0
143,31,0,3,7,1,0,0,0,0
53,11,0,2,1,0,0,0,0,0
52,12,0,3,5,0,2,0,0,0
31,5,0,1,1,0,0,0,0,0
39,8,0,1,0,0,0,0,0,0
104,21,12,14,3,1,1,0,1,1
83,19,0,5,6,0,0,0,0,0
34,6,0,1,1,1,0,0,0,0
22,4,0,2,2,0,0,0,0,0
88,15,0,3,8,0,0,0,0,0
61,14,0,2,5,0,0,0,0,0
150,27,0,5,17,0,0,0,0,0
153,24,24,19,5,1,0,0,0,1
123,29,1,4,5,0,0,0,0,0
24,4,0,1,2,0,0,0,0,0
32,3,0,1,4,0,0,0,0,0
22,4,0,2,2,0,0,0,0,0
49,10,0,2,1,0,0,0,0,0
108,24,0,85,0,0,0,0,0,0
119,24,0,15,5,1,1,0,0,0
129,18,20,3,5,0,0,0,0,1
34,9,0,1,3,0,0,0,0,0
38,6,0,1,1,0,1,0,0,0
26,6,0,1,0,0,0,0,0,0
32,8,0,2,0,0,0,0,0,0
150,26,6,114,5,0,0,0,1,0
117,27,0,4,14,0,0,0,0,0
45,9,0,5,2,0,1,0,0,0
55,14,2,2,3,0,0,0,0,0
38,7,0,1,2,0,0,0,0,0
143,28,0,9,7,1,0,0,0,1
80,13,0,1,9,0,0,0,0,0
54,8,0,8,6,0,0,0,0,0
62,11,0,2,2,0,0,0,0,0
52,9,1,2,2,0,0,0,0,0
81,16,2,2,3,0,0,0,0,0
36,6,0,1,0,0,0,0,0,0
431,89,0,8,18,0,0,0,0,0
62,14,0,3,9,0,0,0,0,0
375,68,1,15,19,0,2,0,0,0
158,25,0,17,9,0,0,0,0,0
120,20,19,21,5,2,0,0,2,1
52,6,0,1,7,0,1,0,0,0
137,34,2,4,2,2,0,0,0,0
42,7,0,1,2,0,1,0,0,0
63,14,0,2,2,0,0,0,0,0
22,6,0,1,0,0,0,0,0,0
38,8,2,1,1,0,0,0,0,0
50,10,1,1,3,0,0,0,0,0
83,16,0,2,4,0,0,0,0,0
158,22,14,22,6,0,0,1,1,1
84,17,0,1,1,0,1,0,0,0
39,8,0,2,4,0,1,0,0,0
75,13,0,2,5,1,0,0,0,0
53,12,0,1,1,0,0,0,0,0
94,20,3,1,2,1,0,0,0,0
38,8,1,1,0,0,0,0,0,0
38,7,0,1,1,0,0,0,0,0
75,17,0,1,3,0,1,0,0,0
62,14,0,3,10,0,0,0,0,0
59,12,0,2,6,0,0,0,0,0
23,6,0,18,0,0,0,0,0,0
37,6,0,1,0,0,0,0,0,0
45,7,0,1,2,0,0,0,0,0
51,10,0,1,1,0,0,0,0,0
24,5,0,1,0,0,0,0,0,0
42,10,0,1,1,0,1,0,0,0
123,24,1,2,4,0,0,0,0,0
43,8,0,1,0,0,0,0,0,0
36,7,0,1,2,0,1,0,0,0
46,10,1,1,1,0,0,0,0,0
155,26,16,9,4,1,1,0,0,1
35,10,0,1,2,0,0,0,0,0
59,10,0,3,7,0,0,0,0,0
32,7,0,2,2,0,0,0,0,0
50,12,0,3,2,0,0,0,0,0
27,7,0,1,0,0,0,0,0,0
40,7,1,1,1,0,0,0,0,0
37,8,0,2,2,0,1,0,0,0
84,21,1,2,5,0,0,0,0,0
152,26,21,17,12,2,0,0,0,1
125,30,4,3,10,0,0,0,0,0
45,12,0,1,3,0,0,0,0,0
32,7,0,2,2,0,0,0,0,0
52,10,0,1,2,0,0,0,0,0
39,8,0,1,3,0,0,0,0,0
32,7,0,2,1,0,0,0,0,0
52,11,0,2,2,0,0,0,0,0
40,8,0,3,2,0,0,0,0,0
96,26,0,9,9,5,0,0,0,0
31,5,0,1,1,0,1,0,0,0
159,26,28,30,20,4,0,0,1,1
276,60,0,11,20,1,0,0,0,0
51,10,0,2,3,0,0,0,0,0
26,5,0,2,2,0,0,0,0,0
36,7,0,1,1,0,0,0,0,0
99,19,0,2,2,0,0,0,0,0
161,23,19,66,9,0,0,1,0,1
149,30,4,23,8,1,0,0,0,1
44,6,0,3,4,0,0,0,0,0
23,4,0,1,0,0,0,0,0,0
161,28,23,23,12,1,0,0,0,1
63,12,0,3,9,0,0,0,0,0
60,11,0,2,4,0,0,0,0,0
41,8,0,2,4,0,0,0,0,0
133,28,4,4,3,1,0,0,0,0
30,3,5,10,2,1,0,0,0,1
27,7,0,1,0,0,0,0,0,0
42,9,0,2,2,0,0,0,0,0
40,7,0,2,4,0,0,0,0,0
17,3,0,1,4,0,0,0,0,0
81,15,0,1,5,0,0,0,0,0
38,8,0,2,1,0,0,0,0,0
48,11,0,2,1,0,0,0,0,0
35,8,0,1,1,0,0,0,0,0
137,24,2,4,7,2,2,0,0,0
